timestamp,pm10,pm25,aqi,hour_sin,hour_cos,day_of_week,is_weekend,aqi_lag_1,aqi_lag_2,aqi_lag_3,aqi_lag_6,aqi_lag_24,aqi_rolling_mean_6,aqi_rolling_std_6
2026-07-21 14:00:00,32.6,14.6,62,-0.4999999999999997,-0.8660254037844388,1,0,62.0,62.0,62.0,62.0,56.0,62.0,3.517431646304267e-07
2026-07-21 15:00:00,33.8,15.0,62,-0.7071067811865471,-0.7071067811865479,1,0,62.0,62.0,62.0,62.0,56.0,62.0,3.517431646304267e-07
2026-07-21 16:00:00,31.8,14.7,63,-0.8660254037844385,-0.5000000000000004,1,0,62.0,62.0,62.0,62.0,56.0,62.166666666666664,0.4082482904640198
2026-07-21 17:00:00,35.7,15.7,63,-0.9659258262890683,-0.25881904510252063,1,0,63.0,62.0,62.0,62.0,56.0,62.333333333333336,0.5163977794944502
2026-07-21 18:00:00,33.4,14.3,63,-1.0,-1.8369701987210297e-16,1,0,63.0,63.0,62.0,62.0,56.0,62.5,0.5477225575052916
2026-07-21 19:00:00,34.8,13.9,62,-0.9659258262890684,0.2588190451025203,1,0,63.0,63.0,63.0,62.0,57.0,62.5,0.5477225575052916
2026-07-21 20:00:00,33.4,13.4,62,-0.8660254037844386,0.5000000000000001,1,0,62.0,63.0,63.0,62.0,57.0,62.5,0.5477225575052916
2026-07-21 21:00:00,27.3,11.8,62,-0.7071067811865477,0.7071067811865474,1,0,62.0,62.0,63.0,62.0,58.0,62.5,0.5477225575052916
2026-07-21 22:00:00,30.0,12.4,62,-0.5000000000000004,0.8660254037844384,1,0,62.0,62.0,62.0,63.0,58.0,62.333333333333336,0.5163977794944503
2026-07-21 23:00:00,28.3,11.9,61,-0.25881904510252157,0.9659258262890681,1,0,62.0,62.0,62.0,63.0,59.0,62.0,0.6324555320337746
2026-07-22 00:00:00,35.4,13.2,61,0.0,1.0,2,0,61.0,62.0,62.0,63.0,59.0,61.666666666666664,0.5163977794944369
2026-07-22 01:00:00,26.3,10.5,61,0.25881904510252074,0.9659258262890683,2,0,61.0,61.0,62.0,62.0,60.0,61.5,0.54772255750527
2026-07-22 02:00:00,18.6,8.8,60,0.49999999999999994,0.8660254037844387,2,0,61.0,61.0,61.0,62.0,60.0,61.166666666666664,0.7527726527091503
2026-07-22 03:00:00,17.6,9.0,60,0.7071067811865476,0.7071067811865476,2,0,60.0,61.0,61.0,62.0,61.0,60.833333333333336,0.7527726527091442
2026-07-22 04:00:00,20.8,10.4,59,0.8660254037844386,0.5000000000000001,2,0,60.0,60.0,61.0,62.0,61.0,60.333333333333336,0.816496580927776
2026-07-22 05:00:00,22.8,11.2,59,0.9659258262890683,0.25881904510252074,2,0,59.0,60.0,60.0,61.0,61.0,60.0,0.8944271909999574
2026-07-22 06:00:00,21.4,11.0,58,1.0,6.123233995736766e-17,2,0,59.0,59.0,60.0,61.0,61.0,59.5,1.0488088481701825
2026-07-22 07:00:00,21.6,10.9,58,0.9659258262890683,-0.25881904510252063,2,0,58.0,59.0,59.0,61.0,61.0,59.0,0.8944271909999467
2026-07-22 08:00:00,27.6,12.5,57,0.8660254037844387,-0.4999999999999998,2,0,58.0,58.0,59.0,60.0,62.0,58.5,1.0488088481701734
2026-07-22 09:00:00,30.0,12.8,57,0.7071067811865476,-0.7071067811865475,2,0,57.0,58.0,58.0,60.0,62.0,58.0,0.894427190999936
2026-07-22 10:00:00,26.7,11.9,57,0.49999999999999994,-0.8660254037844387,2,0,57.0,57.0,58.0,59.0,62.0,57.666666666666664,0.816496580927744
2026-07-22 11:00:00,25.5,11.7,57,0.258819045102521,-0.9659258262890682,2,0,57.0,57.0,57.0,59.0,62.0,57.333333333333336,0.5163977794943446
2026-07-22 12:00:00,27.8,12.6,57,1.2246467991473532e-16,-1.0,2,0,57.0,57.0,57.0,58.0,62.0,57.166666666666664,0.40824829046388933
2026-07-22 13:00:00,27.0,12.5,56,-0.2588190451025208,-0.9659258262890683,2,0,57.0,57.0,57.0,58.0,62.0,56.833333333333336,0.4082482904638636
2026-07-22 14:00:00,29.3,13.0,56,-0.4999999999999997,-0.8660254037844388,2,0,56.0,57.0,57.0,57.0,62.0,56.666666666666664,0.5163977794943242
2026-07-22 15:00:00,34.0,14.5,56,-0.7071067811865471,-0.7071067811865479,2,0,56.0,56.0,57.0,57.0,62.0,56.5,0.5477225575051704
2026-07-22 16:00:00,32.6,14.4,56,-0.8660254037844385,-0.5000000000000004,2,0,56.0,56.0,56.0,57.0,63.0,56.333333333333336,0.5163977794943287
2026-07-22 17:00:00,36.0,15.5,56,-0.9659258262890683,-0.25881904510252063,2,0,56.0,56.0,56.0,57.0,63.0,56.166666666666664,0.4082482904638725
2026-07-22 18:00:00,41.3,17.8,56,-1.0,-1.8369701987210297e-16,2,0,56.0,56.0,56.0,57.0,63.0,56.0,0.0
2026-07-22 19:00:00,45.4,19.2,56,-0.9659258262890684,0.2588190451025203,2,0,56.0,56.0,56.0,56.0,62.0,56.0,0.0
2026-07-22 20:00:00,51.7,20.8,57,-0.8660254037844386,0.5000000000000001,2,0,56.0,56.0,56.0,56.0,62.0,56.166666666666664,0.4082482904638636
2026-07-22 21:00:00,48.2,19.7,57,-0.7071067811865477,0.7071067811865474,2,0,57.0,56.0,56.0,56.0,62.0,56.333333333333336,0.5163977794943242
2026-07-22 22:00:00,48.1,19.9,58,-0.5000000000000004,0.8660254037844384,2,0,57.0,57.0,56.0,56.0,62.0,56.666666666666664,0.8164965809277311
2026-07-22 23:00:00,36.3,16.3,59,-0.25881904510252157,0.9659258262890681,2,0,58.0,57.0,57.0,56.0,61.0,57.166666666666664,1.1690451944500202
